idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,16.13,16.13,1,6,0,0,20
2.0,0.0,0,0.0,13.66,13.66,0,5,0,0,20
3.0,0.0,0,0.0,21.42,21.42,0,5,0,1,20
4.0,0.0,0,0.0,19.28,19.28,0,3,0,0,20
5.0,0.0,0,0.0,22.31,22.31,0,5,0,2,20
6.0,0.0,0,0.0,18.09,18.09,1,6,0,2,20
7.0,0.0,0,0.0,15.01,15.01,1,4,0,4,20
8.0,0.0,0,0.0,21.17,21.17,0,4,0,0,20
9.0,0.0,0,0.0,23.79,23.79,1,6,0,1,20
10.0,0.0,0,0.0,12.96,12.96,1,1,0,0,20
11.0,0.0,0,0.0,15.38,15.38,0,4,0,1,20
12.0,0.0,0,0.0,10.15,10.15,0,4,0,2,20
13.0,0.0,0,0.0,9.01,9.01,1,1,0,2,20
14.0,0.0,0,0.0,22.63,22.63,0,4,0,3,20
15.0,0.0,0,0.0,11.52,11.52,1,1,0,1,20
16.0,1.0,0,0.0,12.96,12.96,2,2,0,1,20
17.0,2.0,0,0.0,19.6,19.6,1,3,0,1,20
18.0,3.0,0,0.0,14.75,14.75,1,2,0,2,20
19.0,4.0,0,0.0,17.63,17.63,2,2,0,4,20
20.0,5.0,0,0.0,13.68,13.68,1,2,0,3,20
21.0,6.0,0,0.0,14.7,14.7,1,3,0,2,20
22.0,7.0,0,0.0,5.22,5.22,1,3,0,3,20
23.0,8.0,0,0.0,11.94,11.94,1,3,0,4,20
24.0,9.0,0,0.0,21.26,21.26,1,5,0,3,20
25.0,10.0,0,0.0,20.78,20.78,1,5,0,4,20
