idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,18.39,18.39,2,3,0,3,20
2.0,0.0,0,0.0,14.27,14.27,1,3,0,1,20
3.0,0.0,0,0.0,16.03,16.03,1,3,0,2,20
4.0,0.0,0,0.0,8.69,8.69,0,4,0,0,20
5.0,0.0,0,0.0,20.88,20.88,1,5,0,2,20
6.0,0.0,0,0.0,5.13,5.13,1,1,0,3,20
7.0,0.0,0,0.0,7.95,7.95,1,1,0,2,20
8.0,0.0,0,0.0,14.11,14.11,1,5,0,4,20
9.0,0.0,0,0.0,6.04,6.04,0,5,0,0,20
10.0,0.0,0,0.0,21.31,21.31,1,6,0,1,20
11.0,0.0,0,0.0,16.47,16.47,0,4,0,1,20
12.0,0.0,0,0.0,18.7,18.7,1,5,0,3,20
13.0,0.0,0,0.0,12.86,12.86,1,1,0,0,20
14.0,0.0,0,0.0,11.04,11.04,1,1,0,1,20
15.0,0.0,0,0.0,22.74,22.74,0,5,0,1,20
16.0,1.0,0,0.0,20.39,20.39,1,6,0,0,20
17.0,2.0,0,0.0,21.45,21.45,1,4,0,2,20
18.0,3.0,0,0.0,15.02,15.02,1,3,0,4,20
19.0,4.0,0,0.0,22.83,22.83,1,4,0,3,20
20.0,5.0,0,0.0,17.13,17.13,1,4,0,4,20
21.0,6.0,0,0.0,18.79,18.79,1,6,0,2,20
22.0,7.0,0,0.0,21.5,21.5,1,6,0,3,20
23.0,8.0,0,0.0,11.88,11.88,1,3,0,0,20
24.0,9.0,0,0.0,23.26,23.26,1,6,0,4,20
25.0,10.0,0,0.0,11.77,11.77,1,2,0,0,20
