idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,14.68,14.68,2,4,0,2,20
2.0,0.0,0,0.0,13.82,13.82,2,4,0,1,20
3.0,0.0,0,0.0,11.04,11.04,0,6,0,0,20
4.0,0.0,0,0.0,13.92,13.92,0,4,0,0,20
5.0,0.0,0,0.0,23.56,23.56,2,4,0,4,20
6.0,0.0,0,0.0,6.94,6.94,0,1,0,0,20
7.0,0.0,0,0.0,6.67,6.67,1,1,0,2,20
8.0,0.0,0,0.0,15.53,15.53,1,5,0,1,20
9.0,0.0,0,0.0,7.68,7.68,1,1,0,1,20
10.0,0.0,0,0.0,23.5,23.5,2,5,0,2,20
11.0,0.0,0,0.0,10.77,10.77,1,2,0,0,20
12.0,0.0,0,0.0,6.79,6.79,1,2,0,1,20
13.0,0.0,0,0.0,9.74,9.74,0,5,0,0,20
14.0,0.0,0,0.0,16.29,16.29,1,3,0,3,20
15.0,0.0,0,0.0,10.8,10.8,1,3,0,1,20
16.0,1.0,0,0.0,9.08,9.08,1,3,0,0,20
17.0,2.0,0,0.0,18.01,18.01,1,4,0,3,20
18.0,3.0,0,0.0,21.28,21.28,2,6,0,1,20
19.0,4.0,0,0.0,11.2,11.2,1,3,0,2,20
20.0,5.0,0,0.0,15.68,15.68,1,3,0,4,20
21.0,6.0,0,0.0,8.98,8.98,1,2,0,2,20
22.0,7.0,0,0.0,11.98,11.98,1,2,0,3,20
23.0,8.0,0,0.0,15.16,15.16,1,2,0,4,20
24.0,9.0,0,0.0,15.49,15.49,1,5,0,3,20
25.0,10.0,0,0.0,8.21,8.21,1,1,0,3,20
