idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,5.71,5.71,0,6,0,0,20
2.0,0.0,0,0.0,18.31,18.31,0,4,0,0,20
3.0,0.0,0,0.0,12.03,12.03,0,5,0,0,20
4.0,0.0,0,0.0,6.66,6.66,0,2,0,0,20
5.0,0.0,0,0.0,17.72,17.72,0,4,0,1,20
6.0,0.0,0,0.0,18.01,18.01,2,3,0,3,20
7.0,0.0,0,0.0,22.62,22.62,0,6,0,1,20
8.0,0.0,0,0.0,7.41,7.41,0,3,0,0,20
9.0,0.0,0,0.0,7.14,7.14,1,2,0,1,20
10.0,0.0,0,0.0,5.11,5.11,1,1,0,1,20
11.0,0.0,0,0.0,13.98,13.98,1,3,0,2,20
12.0,0.0,0,0.0,5.85,5.85,0,5,0,1,20
13.0,0.0,0,0.0,21.09,21.09,1,5,0,3,20
14.0,0.0,0,0.0,8.03,8.03,1,1,0,0,20
15.0,0.0,0,0.0,22.77,22.77,1,5,0,2,20
16.0,1.0,0,0.0,10.24,10.24,0,3,0,1,20
17.0,2.0,0,0.0,21.65,21.65,0,4,0,2,20
18.0,3.0,0,0.0,20.11,20.11,0,4,0,3,20
19.0,4.0,0,0.0,17.37,17.37,1,2,0,4,20
20.0,5.0,0,0.0,7.75,7.75,0,2,0,2,20
21.0,6.0,0,0.0,9.57,9.57,0,2,0,3,20
22.0,7.0,0,0.0,22.94,22.94,0,3,0,4,20
23.0,8.0,0,0.0,23.68,23.68,0,4,0,4,20
24.0,9.0,0,0.0,7.39,7.39,1,1,0,3,20
25.0,10.0,0,0.0,19.4,19.4,0,5,0,4,20
