idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,18.7,18.7,0,5,0,0,20
2.0,0.0,0,0.0,21.47,21.47,0,1,0,0,20
3.0,0.0,0,0.0,12.84,12.84,0,4,0,0,20
4.0,0.0,0,0.0,15.25,15.25,0,6,0,0,20
5.0,0.0,0,0.0,8.32,8.32,1,1,0,2,20
6.0,0.0,0,0.0,5.67,5.67,0,6,0,1,20
7.0,0.0,0,0.0,13.4,13.4,1,4,0,2,20
8.0,0.0,0,0.0,10.72,10.72,1,3,0,0,20
9.0,0.0,0,0.0,19.09,19.09,0,5,0,1,20
10.0,0.0,0,0.0,14.89,14.89,1,4,0,1,20
11.0,0.0,0,0.0,18.0,18.0,1,5,0,4,20
12.0,0.0,0,0.0,18.2,18.2,1,5,0,3,20
13.0,0.0,0,0.0,16.13,16.13,1,4,0,3,20
14.0,0.0,0,0.0,7.15,7.15,0,1,0,1,20
15.0,0.0,0,0.0,21.25,21.25,1,5,0,2,20
16.0,1.0,0,0.0,11.79,11.79,1,1,0,3,20
17.0,2.0,0,0.0,9.85,9.85,1,3,0,1,20
18.0,3.0,0,0.0,11.66,11.66,1,1,0,4,20
19.0,4.0,0,0.0,20.71,20.71,1,3,0,2,20
20.0,5.0,0,0.0,18.5,18.5,1,3,0,3,20
21.0,6.0,0,0.0,20.66,20.66,1,3,0,4,20
22.0,7.0,0,0.0,19.72,19.72,1,4,0,4,20
23.0,8.0,0,0.0,21.44,21.44,1,6,0,2,20
24.0,9.0,0,0.0,18.94,18.94,1,6,0,3,20
25.0,10.0,0,0.0,21.59,21.59,1,6,0,4,20
