idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,8.49,8.49,0,6,0,0,20
2.0,0.0,0,0.0,10.29,10.29,1,2,0,3,20
3.0,0.0,0,0.0,17.39,17.39,0,5,0,0,20
4.0,0.0,0,0.0,10.45,10.45,1,1,0,2,20
5.0,0.0,0,0.0,23.68,23.68,0,5,0,1,20
6.0,0.0,0,0.0,6.64,6.64,1,1,0,3,20
7.0,0.0,0,0.0,13.22,13.22,0,5,0,2,20
8.0,0.0,0,0.0,9.45,9.45,1,1,0,1,20
9.0,0.0,0,0.0,21.09,21.09,1,4,0,2,20
10.0,0.0,0,0.0,8.32,8.32,0,1,0,0,20
11.0,0.0,0,0.0,22.16,22.16,1,4,0,1,20
12.0,0.0,0,0.0,23.69,23.69,2,4,0,4,20
13.0,0.0,0,0.0,22.99,22.99,0,4,0,0,20
14.0,0.0,0,0.0,19.99,19.99,1,4,0,3,20
15.0,0.0,0,0.0,17.69,17.69,2,3,0,3,20
16.0,1.0,0,0.0,14.55,14.55,1,2,0,0,20
17.0,2.0,0,0.0,8.73,8.73,1,3,0,0,20
18.0,3.0,0,0.0,13.25,13.25,2,3,0,2,20
19.0,4.0,0,0.0,8.44,8.44,1,3,0,1,20
20.0,5.0,0,0.0,8.77,8.77,1,2,0,1,20
21.0,6.0,0,0.0,5.79,5.79,1,2,0,2,20
22.0,7.0,0,0.0,9.52,9.52,1,6,0,1,20
23.0,8.0,0,0.0,21.83,21.83,1,3,0,4,20
24.0,9.0,0,0.0,9.53,9.53,1,6,0,2,20
25.0,10.0,0,0.0,22.33,22.33,1,5,0,3,20
