idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,12.43,12.43,1,1,0,0,20
2.0,0.0,0,0.0,23.54,23.54,1,4,0,1,20
3.0,0.0,0,0.0,22.5,22.5,1,6,0,2,20
4.0,0.0,0,0.0,22.77,22.77,0,5,0,0,20
5.0,0.0,0,0.0,20.96,20.96,2,3,0,4,20
6.0,0.0,0,0.0,16.45,16.45,1,5,0,2,20
7.0,0.0,0,0.0,6.9,6.9,0,4,0,0,20
8.0,0.0,0,0.0,21.09,21.09,1,6,0,3,20
9.0,0.0,0,0.0,17.68,17.68,0,5,0,1,20
10.0,0.0,0,0.0,15.58,15.58,0,6,0,0,20
11.0,0.0,0,0.0,17.56,17.56,1,4,0,3,20
12.0,0.0,0,0.0,7.53,7.53,1,1,0,2,20
13.0,0.0,0,0.0,20.21,20.21,1,4,0,2,20
14.0,0.0,0,0.0,9.85,9.85,1,1,0,1,20
15.0,0.0,0,0.0,22.34,22.34,1,6,0,1,20
16.0,1.0,0,0.0,10.13,10.13,1,3,0,0,20
17.0,2.0,0,0.0,14.53,14.53,1,3,0,1,20
18.0,3.0,0,0.0,13.41,13.41,1,3,0,2,20
19.0,4.0,0,0.0,7.36,7.36,1,2,0,0,20
20.0,5.0,0,0.0,13.38,13.38,1,3,0,3,20
21.0,6.0,0,0.0,10.64,10.64,1,2,0,1,20
22.0,7.0,0,0.0,19.2,19.2,1,5,0,3,20
23.0,8.0,0,0.0,19.92,19.92,1,5,0,4,20
24.0,9.0,0,0.0,23.56,23.56,1,2,0,2,20
25.0,10.0,0,0.0,8.07,8.07,1,1,0,3,20
