idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,17.07,17.07,0,1,0,0,20
2.0,0.0,0,0.0,5.15,5.15,0,1,0,1,20
3.0,0.0,0,0.0,7.71,7.71,0,2,0,0,20
4.0,0.0,0,0.0,8.34,8.34,0,6,0,0,20
5.0,0.0,0,0.0,14.54,14.54,0,5,0,0,20
6.0,0.0,0,0.0,10.83,10.83,1,1,0,3,20
7.0,0.0,0,0.0,17.6,17.6,2,5,0,1,20
8.0,0.0,0,0.0,18.29,18.29,0,4,0,0,20
9.0,0.0,0,0.0,5.82,5.82,0,6,0,1,20
10.0,0.0,0,0.0,20.61,20.61,1,4,0,3,20
11.0,0.0,0,0.0,13.88,13.88,1,2,0,3,20
12.0,0.0,0,0.0,14.94,14.94,1,4,0,2,20
13.0,0.0,0,0.0,18.55,18.55,1,4,0,1,20
14.0,0.0,0,0.0,14.53,14.53,2,3,0,2,20
15.0,0.0,0,0.0,20.42,20.42,2,5,0,2,20
16.0,1.0,0,0.0,23.48,23.48,0,2,0,1,20
17.0,2.0,0,0.0,10.79,10.79,0,3,0,0,20
18.0,3.0,0,0.0,8.86,8.86,0,1,0,2,20
19.0,4.0,0,0.0,10.15,10.15,0,3,0,1,20
20.0,5.0,0,0.0,10.67,10.67,0,2,0,2,20
21.0,6.0,0,0.0,15.47,15.47,0,3,0,3,20
22.0,7.0,0,0.0,11.13,11.13,0,1,0,4,20
23.0,8.0,0,0.0,20.43,20.43,0,4,0,4,20
24.0,9.0,0,0.0,17.5,17.5,0,3,0,4,20
25.0,10.0,0,0.0,14.41,14.41,0,2,0,4,20
