idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,12.96,12.96,0,2,0,0,20
2.0,0.0,0,0.0,22.56,22.56,2,4,0,4,20
3.0,0.0,0,0.0,16.77,16.77,1,4,0,1,20
4.0,0.0,0,0.0,10.51,10.51,1,2,0,3,20
5.0,0.0,0,0.0,12.18,12.18,1,3,0,1,20
6.0,0.0,0,0.0,6.35,6.35,0,6,0,0,20
7.0,0.0,0,0.0,5.93,5.93,1,2,0,2,20
8.0,0.0,0,0.0,15.95,15.95,2,3,0,3,20
9.0,0.0,0,0.0,16.61,16.61,0,5,0,0,20
10.0,0.0,0,0.0,14.85,14.85,1,6,0,2,20
11.0,0.0,0,0.0,21.55,21.55,1,6,0,1,20
12.0,0.0,0,0.0,18.94,18.94,1,5,0,2,20
13.0,0.0,0,0.0,9.38,9.38,1,2,0,1,20
14.0,0.0,0,0.0,12.45,12.45,2,4,0,0,20
15.0,0.0,0,0.0,18.88,18.88,0,5,0,1,20
16.0,1.0,0,0.0,19.97,19.97,0,5,0,3,20
17.0,2.0,0,0.0,8.66,8.66,0,3,0,0,20
18.0,3.0,0,0.0,21.46,21.46,1,4,0,3,20
19.0,4.0,0,0.0,5.52,5.52,0,1,0,0,20
20.0,5.0,0,0.0,6.56,6.56,0,1,0,1,20
21.0,6.0,0,0.0,16.36,16.36,0,4,0,2,20
22.0,7.0,0,0.0,13.37,13.37,0,3,0,2,20
23.0,8.0,0,0.0,18.9,18.9,0,3,0,4,20
24.0,9.0,0,0.0,18.85,18.85,0,5,0,4,20
25.0,10.0,0,0.0,13.8,13.8,0,6,0,3,20
