idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,22.34,22.34,1,5,0,2,20
2.0,0.0,0,0.0,14.81,14.81,2,4,0,0,20
3.0,0.0,0,0.0,7.94,7.94,1,2,0,0,20
4.0,0.0,0,0.0,16.15,16.15,1,2,0,3,20
5.0,0.0,0,0.0,20.81,20.81,0,5,0,0,20
6.0,0.0,0,0.0,20.24,20.24,0,6,0,0,20
7.0,0.0,0,0.0,11.02,11.02,0,6,0,1,20
8.0,0.0,0,0.0,13.58,13.58,1,3,0,0,20
9.0,0.0,0,0.0,13.3,13.3,2,3,0,1,20
10.0,0.0,0,0.0,15.55,15.55,1,3,0,2,20
11.0,0.0,0,0.0,23.25,23.25,1,4,0,4,20
12.0,0.0,0,0.0,17.21,17.21,2,3,0,3,20
13.0,0.0,0,0.0,21.19,21.19,1,4,0,3,20
14.0,0.0,0,0.0,9.18,9.18,1,2,0,1,20
15.0,0.0,0,0.0,18.79,18.79,2,4,0,2,20
16.0,1.0,0,0.0,18.48,18.48,0,5,0,1,20
17.0,2.0,0,0.0,16.45,16.45,0,4,0,1,20
18.0,3.0,0,0.0,9.94,9.94,0,2,0,2,20
19.0,4.0,0,0.0,17.84,17.84,0,2,0,4,20
20.0,5.0,0,0.0,11.24,11.24,0,6,0,2,20
21.0,6.0,0,0.0,12.79,12.79,0,6,0,3,20
22.0,7.0,0,0.0,12.43,12.43,0,6,0,4,20
23.0,8.0,0,0.0,18.42,18.42,0,3,0,4,20
24.0,9.0,0,0.0,23.1,23.1,0,5,0,3,20
25.0,10.0,0,0.0,7.05,7.05,0,1,0,0,20
