idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,15.18,15.18,0,4,0,0,20
2.0,0.0,0,0.0,7.61,7.61,0,6,0,0,20
3.0,0.0,0,0.0,10.49,10.49,0,2,0,0,20
4.0,0.0,0,0.0,9.84,9.84,0,1,0,0,20
5.0,0.0,0,0.0,11.28,11.28,0,1,0,1,20
6.0,0.0,0,0.0,17.15,17.15,1,5,0,1,20
7.0,0.0,0,0.0,15.96,15.96,1,4,0,2,20
8.0,0.0,0,0.0,9.48,9.48,0,1,0,2,20
9.0,0.0,0,0.0,18.56,18.56,1,4,0,1,20
10.0,0.0,0,0.0,14.22,14.22,0,1,0,3,20
11.0,0.0,0,0.0,13.7,13.7,0,1,0,4,20
12.0,0.0,0,0.0,15.58,15.58,1,2,0,4,20
13.0,0.0,0,0.0,6.53,6.53,1,2,0,2,20
14.0,0.0,0,0.0,16.98,16.98,1,4,0,3,20
15.0,0.0,0,0.0,8.13,8.13,0,2,0,1,20
16.0,1.0,0,0.0,7.51,7.51,0,2,0,3,20
17.0,2.0,0,0.0,17.41,17.41,1,3,0,4,20
18.0,3.0,0,0.0,17.36,17.36,0,5,0,2,20
19.0,4.0,0,0.0,22.16,22.16,0,6,0,1,20
20.0,5.0,0,0.0,6.55,6.55,0,3,0,0,20
21.0,6.0,0,0.0,23.26,23.26,1,4,0,4,20
22.0,7.0,0,0.0,8.93,8.93,0,3,0,1,20
23.0,8.0,0,0.0,14.17,14.17,0,3,0,2,20
24.0,9.0,0,0.0,12.88,12.88,0,3,0,3,20
25.0,10.0,0,0.0,15.14,15.14,0,5,0,0,20
