idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,22.76,22.76,2,4,0,4,20
2.0,0.0,0,0.0,13.72,13.72,1,6,0,1,20
3.0,0.0,0,0.0,16.54,16.54,1,6,0,2,20
4.0,0.0,0,0.0,5.53,5.53,1,1,0,1,20
5.0,0.0,0,0.0,20.2,20.2,0,6,0,0,20
6.0,0.0,0,0.0,9.81,9.81,1,1,0,0,20
7.0,0.0,0,0.0,14.4,14.4,1,6,0,3,20
8.0,1.0,0,0.0,9.29,9.29,0,3,0,0,20
9.0,2.0,0,0.0,11.22,11.22,0,4,0,0,20
10.0,3.0,0,0.0,21.7,21.7,1,5,0,2,20
11.0,4.0,0,0.0,13.52,13.52,1,2,0,3,20
12.0,5.0,0,0.0,19.88,19.88,1,4,0,3,20
13.0,6.0,0,0.0,13.53,13.53,1,1,0,4,20
14.0,7.0,0,0.0,8.83,8.83,1,1,0,3,20
15.0,8.0,0,0.0,20.49,20.49,0,6,0,4,20
16.0,9.0,0,0.0,15.04,15.04,0,5,0,0,20
17.0,10.0,0,0.0,16.8,16.8,0,5,0,1,20
18.0,11.0,0,0.0,9.64,9.64,1,2,0,2,20
19.0,12.0,0,0.0,19.14,19.14,0,5,0,3,20
20.0,13.0,0,0.0,7.35,7.35,0,2,0,0,20
21.0,14.0,0,0.0,17.75,17.75,0,5,0,4,20
22.0,15.0,0,0.0,7.11,7.11,0,1,0,2,20
23.0,16.0,0,0.0,5.88,5.88,0,2,0,1,20
24.0,17.0,0,0.0,20.45,20.45,0,2,0,4,20
25.0,18.0,0,0.0,7.73,7.73,0,3,0,1,20
