idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,8.26,8.26,0,6,0,0,20
2.0,0.0,0,0.0,21.33,21.33,2,5,0,1,20
3.0,0.0,0,0.0,21.94,21.94,1,6,0,2,20
4.0,0.0,0,0.0,12.64,12.64,2,4,0,0,20
5.0,0.0,0,0.0,12.93,12.93,1,1,0,0,20
6.0,0.0,0,0.0,23.35,23.35,1,6,0,1,20
7.0,0.0,0,0.0,10.08,10.08,2,3,0,1,20
8.0,1.0,0,0.0,10.66,10.66,0,3,0,0,20
9.0,2.0,0,0.0,7.76,7.76,0,2,0,0,20
10.0,3.0,0,0.0,9.51,9.51,0,3,0,2,20
11.0,4.0,0,0.0,15.84,15.84,0,5,0,0,20
12.0,5.0,0,0.0,6.17,6.17,0,1,0,1,20
13.0,6.0,0,0.0,16.63,16.63,0,4,0,1,20
14.0,7.0,0,0.0,22.77,22.77,0,5,0,2,20
15.0,8.0,0,0.0,17.51,17.51,0,4,0,2,20
16.0,9.0,0,0.0,11.74,11.74,1,2,0,3,20
17.0,10.0,0,0.0,22.38,22.38,0,4,0,3,20
18.0,11.0,0,0.0,10.02,10.02,1,2,0,2,20
19.0,12.0,0,0.0,18.42,18.42,0,3,0,3,20
20.0,13.0,0,0.0,8.63,8.63,0,2,0,1,20
21.0,14.0,0,0.0,22.26,22.26,0,3,0,4,20
22.0,15.0,0,0.0,22.6,22.6,0,4,0,4,20
23.0,16.0,0,0.0,5.04,5.04,0,1,0,2,20
24.0,17.0,0,0.0,18.41,18.41,0,2,0,4,20
25.0,18.0,0,0.0,15.72,15.72,0,5,0,3,20
