idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,17.15,17.15,0,6,0,0,20
2.0,0.0,0,0.0,14.78,14.78,1,3,0,1,20
3.0,0.0,0,0.0,12.26,12.26,1,2,0,1,20
4.0,0.0,0,0.0,5.02,5.02,0,5,0,0,20
5.0,0.0,0,0.0,15.34,15.34,1,4,0,0,20
6.0,0.0,0,0.0,22.58,22.58,1,5,0,1,20
7.0,0.0,0,0.0,11.46,11.46,0,3,0,0,20
8.0,1.0,0,0.0,20.05,20.05,1,5,0,2,20
9.0,2.0,0,0.0,9.61,9.61,1,2,0,0,20
10.0,3.0,0,0.0,20.77,20.77,1,6,0,1,20
11.0,4.0,0,0.0,16.98,16.98,1,4,0,1,20
12.0,5.0,0,0.0,22.51,22.51,1,4,0,2,20
13.0,6.0,0,0.0,23.5,23.5,2,4,0,4,20
14.0,7.0,0,0.0,14.32,14.32,1,2,0,2,20
15.0,8.0,0,0.0,23.15,23.15,1,4,0,3,20
16.0,9.0,0,0.0,21.84,21.84,2,3,0,4,20
17.0,10.0,0,0.0,6.78,6.78,1,1,0,0,20
18.0,11.0,0,0.0,20.91,20.91,2,3,0,3,20
19.0,12.0,0,0.0,16.98,16.98,1,3,0,2,20
20.0,13.0,0,0.0,20.05,20.05,2,2,0,4,20
21.0,14.0,0,0.0,15.95,15.95,1,2,0,3,20
22.0,15.0,0,0.0,23.07,23.07,1,5,0,3,20
23.0,16.0,0,0.0,13.65,13.65,1,5,0,4,20
24.0,17.0,0,0.0,15.93,15.93,1,6,0,2,20
25.0,18.0,0,0.0,12.28,12.28,1,6,0,3,20
