idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,10.24,10.24,0,5,0,0,20
2.0,0.0,0,0.0,21.0,21.0,0,6,0,0,20
3.0,0.0,0,0.0,20.09,20.09,2,5,0,2,20
4.0,0.0,0,0.0,7.0,7.0,1,1,0,0,20
5.0,0.0,0,0.0,18.98,18.98,1,4,0,1,20
6.0,0.0,0,0.0,16.1,16.1,1,4,0,0,20
7.0,0.0,0,0.0,20.64,20.64,1,5,0,1,20
8.0,1.0,0,0.0,5.02,5.02,1,2,0,0,20
9.0,2.0,0,0.0,6.08,6.08,1,1,0,1,20
10.0,3.0,0,0.0,9.61,9.61,1,3,0,0,20
11.0,4.0,0,0.0,15.08,15.08,1,3,0,1,20
12.0,5.0,0,0.0,22.27,22.27,2,4,0,4,20
13.0,6.0,0,0.0,20.85,20.85,1,6,0,1,20
14.0,7.0,0,0.0,15.74,15.74,1,3,0,2,20
15.0,8.0,0,0.0,16.64,16.64,1,3,0,3,20
16.0,9.0,0,0.0,21.72,21.72,1,3,0,4,20
17.0,10.0,0,0.0,21.99,21.99,2,4,0,3,20
18.0,11.0,0,0.0,17.07,17.07,1,4,0,2,20
19.0,12.0,0,0.0,14.4,14.4,1,5,0,3,20
20.0,13.0,0,0.0,15.26,15.26,2,2,0,2,20
21.0,14.0,0,0.0,10.91,10.91,1,2,0,1,20
22.0,15.0,0,0.0,17.16,17.16,2,2,0,4,20
23.0,16.0,0,0.0,18.26,18.26,1,6,0,2,20
24.0,17.0,0,0.0,18.78,18.78,1,6,0,3,20
25.0,18.0,0,0.0,18.33,18.33,1,6,0,4,20
