idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,17.08,17.08,2,3,0,3,20
2.0,0.0,0,0.0,8.56,8.56,1,1,0,1,20
3.0,0.0,0,0.0,9.23,9.23,0,3,0,0,20
4.0,0.0,0,0.0,15.2,15.2,0,5,0,0,20
5.0,0.0,0,0.0,17.96,17.96,1,6,0,1,20
6.0,0.0,0,0.0,23.97,23.97,1,6,0,0,20
7.0,0.0,0,0.0,18.96,18.96,1,5,0,3,20
8.0,0.0,0,0.0,7.96,7.96,1,1,0,0,20
9.0,0.0,0,0.0,11.68,11.68,0,5,0,1,20
10.0,0.0,0,0.0,21.23,21.23,1,5,0,2,20
11.0,1.0,0,0.0,21.81,21.81,1,3,0,4,20
12.0,2.0,0,0.0,18.2,18.2,0,3,0,1,20
13.0,3.0,0,0.0,13.3,13.3,0,3,0,2,20
14.0,4.0,0,0.0,18.91,18.91,0,5,0,4,20
15.0,5.0,0,0.0,23.17,23.17,0,6,0,2,20
16.0,6.0,0,0.0,22.61,22.61,1,4,0,3,20
17.0,7.0,0,0.0,15.35,15.35,1,4,0,1,20
18.0,8.0,0,0.0,6.95,6.95,0,2,0,0,20
19.0,9.0,0,0.0,11.69,11.69,0,4,0,0,20
20.0,10.0,0,0.0,6.62,6.62,0,2,0,1,20
21.0,11.0,0,0.0,9.74,9.74,0,2,0,2,20
22.0,12.0,0,0.0,7.85,7.85,0,1,0,2,20
23.0,13.0,0,0.0,10.36,10.36,0,1,0,3,20
24.0,14.0,0,0.0,15.51,15.51,0,4,0,2,20
25.0,15.0,0,0.0,11.33,11.33,0,1,0,4,20
