idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,5.65,5.65,1,1,0,2,20
2.0,0.0,0,0.0,5.78,5.78,1,1,0,1,20
3.0,0.0,0,0.0,9.24,9.24,1,1,0,3,20
4.0,0.0,0,0.0,11.98,11.98,1,1,0,0,20
5.0,0.0,0,0.0,18.08,18.08,2,4,0,2,20
6.0,0.0,0,0.0,17.74,17.74,0,6,0,0,20
7.0,0.0,0,0.0,12.43,12.43,0,4,0,0,20
8.0,0.0,0,0.0,19.55,19.55,2,3,0,4,20
9.0,0.0,0,0.0,21.88,21.88,2,4,0,3,20
10.0,0.0,0,0.0,20.23,20.23,1,6,0,1,20
11.0,1.0,0,0.0,6.09,6.09,0,2,0,0,20
12.0,2.0,0,0.0,9.12,9.12,0,3,0,0,20
13.0,3.0,0,0.0,19.81,19.81,0,4,0,1,20
14.0,4.0,0,0.0,6.2,6.2,0,2,0,1,20
15.0,5.0,0,0.0,19.34,19.34,1,3,0,3,20
16.0,6.0,0,0.0,13.17,13.17,0,3,0,1,20
17.0,7.0,0,0.0,12.07,12.07,0,3,0,2,20
18.0,8.0,0,0.0,13.72,13.72,0,5,0,0,20
19.0,9.0,0,0.0,13.49,13.49,0,2,0,2,20
20.0,10.0,0,0.0,5.72,5.72,0,1,0,4,20
21.0,11.0,0,0.0,14.73,14.73,0,5,0,1,20
22.0,12.0,0,0.0,22.94,22.94,0,4,0,4,20
23.0,13.0,0,0.0,18.24,18.24,0,6,0,2,20
24.0,14.0,0,0.0,16.43,16.43,1,2,0,4,20
25.0,15.0,0,0.0,12.87,12.87,0,2,0,3,20
