idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,16.17,16.17,0,6,0,0,20
2.0,0.0,0,0.0,14.41,14.41,0,5,0,0,20
3.0,0.0,0,0.0,20.24,20.24,1,4,0,3,20
4.0,0.0,0,0.0,7.94,7.94,0,2,0,0,20
5.0,0.0,0,0.0,18.01,18.01,0,5,0,1,20
6.0,0.0,0,0.0,13.08,13.08,0,1,0,0,20
7.0,0.0,0,0.0,18.27,18.27,2,4,0,2,20
8.0,0.0,0,0.0,23.51,23.51,2,6,0,1,20
9.0,0.0,0,0.0,20.23,20.23,1,3,0,4,20
10.0,0.0,0,0.0,17.09,17.09,1,2,0,4,20
11.0,1.0,0,0.0,19.97,19.97,0,1,0,1,20
12.0,2.0,0,0.0,23.87,23.87,0,1,0,2,20
13.0,3.0,0,0.0,7.62,7.62,0,2,0,1,20
14.0,4.0,0,0.0,14.38,14.38,0,1,0,3,20
15.0,5.0,0,0.0,11.73,11.73,0,1,0,4,20
16.0,6.0,0,0.0,14.02,14.02,0,4,0,0,20
17.0,7.0,0,0.0,6.43,6.43,0,2,0,2,20
18.0,8.0,0,0.0,21.12,21.12,0,4,0,1,20
19.0,9.0,0,0.0,12.48,12.48,1,3,0,1,20
20.0,10.0,0,0.0,12.45,12.45,0,2,0,3,20
21.0,11.0,0,0.0,15.99,15.99,1,3,0,2,20
22.0,12.0,0,0.0,18.24,18.24,1,3,0,3,20
23.0,13.0,0,0.0,9.7,9.7,0,3,0,0,20
24.0,14.0,0,0.0,8.98,8.98,0,5,0,2,20
25.0,15.0,0,0.0,6.35,6.35,0,5,0,3,20
