idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,7.01,7.01,0,2,0,0,20
2.0,0.0,0,0.0,6.97,6.97,1,1,0,2,20
3.0,0.0,0,0.0,19.96,19.96,1,5,0,1,20
4.0,0.0,0,0.0,8.01,8.01,0,6,0,0,20
5.0,0.0,0,0.0,6.02,6.02,0,6,0,1,20
6.0,0.0,0,0.0,19.24,19.24,1,5,0,2,20
7.0,0.0,0,0.0,9.14,9.14,0,1,0,0,20
8.0,0.0,0,0.0,9.99,9.99,1,1,0,1,20
9.0,0.0,0,0.0,19.99,19.99,0,5,0,0,20
10.0,0.0,0,0.0,16.93,16.93,2,2,0,4,20
11.0,1.0,0,0.0,12.85,12.85,1,1,0,3,20
12.0,2.0,0,0.0,17.81,17.81,2,4,0,2,20
13.0,3.0,0,0.0,17.7,17.7,1,2,0,1,20
14.0,4.0,0,0.0,23.73,23.73,1,2,0,2,20
15.0,5.0,0,0.0,14.59,14.59,1,2,0,3,20
16.0,6.0,0,0.0,10.28,10.28,1,4,0,0,20
17.0,7.0,0,0.0,19.5,19.5,1,4,0,1,20
18.0,8.0,0,0.0,14.58,14.58,1,1,0,4,20
19.0,9.0,0,0.0,11.66,11.66,2,3,0,1,20
20.0,10.0,0,0.0,5.79,5.79,1,3,0,0,20
21.0,11.0,0,0.0,10.47,10.47,1,3,0,2,20
22.0,12.0,0,0.0,22.38,22.38,1,4,0,3,20
23.0,13.0,0,0.0,9.44,9.44,1,3,0,3,20
24.0,14.0,0,0.0,13.64,13.64,1,3,0,4,20
25.0,15.0,0,0.0,23.14,23.14,1,4,0,4,20
