idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,13.37,13.37,1,4,0,1,20
2.0,0.0,0,0.0,15.97,15.97,0,6,0,0,20
3.0,0.0,0,0.0,13.86,13.86,1,4,0,0,20
4.0,0.0,0,0.0,6.89,6.89,1,1,0,1,20
5.0,0.0,0,0.0,14.46,14.46,1,1,0,4,20
6.0,0.0,0,0.0,21.95,21.95,2,4,0,4,20
7.0,0.0,0,0.0,11.5,11.5,1,1,0,2,20
8.0,0.0,0,0.0,20.95,20.95,2,5,0,2,20
9.0,0.0,0,0.0,14.03,14.03,1,5,0,0,20
10.0,0.0,0,0.0,10.56,10.56,1,1,0,0,20
11.0,1.0,0,0.0,11.54,11.54,1,1,0,3,20
12.0,2.0,0,0.0,21.62,21.62,1,6,0,1,20
13.0,3.0,0,0.0,5.32,5.32,1,2,0,0,20
14.0,4.0,0,0.0,6.38,6.38,1,2,0,1,20
15.0,5.0,0,0.0,18.6,18.6,1,4,0,2,20
16.0,6.0,0,0.0,18.15,18.15,1,4,0,3,20
17.0,7.0,0,0.0,19.04,19.04,1,5,0,1,20
18.0,8.0,0,0.0,7.77,7.77,1,2,0,2,20
19.0,9.0,0,0.0,9.94,9.94,1,3,0,0,20
20.0,10.0,0,0.0,17.93,17.93,2,3,0,4,20
21.0,11.0,0,0.0,9.61,9.61,1,3,0,1,20
22.0,12.0,0,0.0,17.7,17.7,2,3,0,3,20
23.0,13.0,0,0.0,10.93,10.93,1,3,0,2,20
24.0,14.0,0,0.0,15.9,15.9,1,5,0,3,20
25.0,15.0,0,0.0,19.52,19.52,1,6,0,2,20
