idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,15.66,15.66,1,5,0,2,20
2.0,0.0,0,0.0,23.0,23.0,0,4,0,0,20
3.0,0.0,0,0.0,13.96,13.96,1,3,0,2,20
4.0,0.0,0,0.0,19.05,19.05,0,5,0,0,20
5.0,0.0,0,0.0,8.68,8.68,0,4,0,1,20
6.0,0.0,0,0.0,13.58,13.58,2,2,0,3,20
7.0,0.0,0,0.0,12.51,12.51,0,4,0,2,20
8.0,0.0,0,0.0,15.28,15.28,0,5,0,1,20
9.0,0.0,0,0.0,17.75,17.75,1,3,0,4,20
10.0,0.0,0,0.0,15.23,15.23,1,2,0,4,20
11.0,1.0,0,0.0,19.64,19.64,0,1,0,0,20
12.0,2.0,0,0.0,10.75,10.75,1,1,0,3,20
13.0,3.0,0,0.0,23.75,23.75,0,1,0,1,20
14.0,4.0,0,0.0,22.34,22.34,0,1,0,2,20
15.0,5.0,0,0.0,5.52,5.52,0,2,0,0,20
16.0,6.0,0,0.0,18.63,18.63,1,6,0,0,20
17.0,7.0,0,0.0,5.66,5.66,0,2,0,1,20
18.0,8.0,0,0.0,6.85,6.85,0,2,0,2,20
19.0,9.0,0,0.0,9.65,9.65,1,3,0,1,20
20.0,10.0,0,0.0,7.14,7.14,0,3,0,0,20
21.0,11.0,0,0.0,8.91,8.91,0,1,0,4,20
22.0,12.0,0,0.0,14.87,14.87,0,3,0,3,20
23.0,13.0,0,0.0,11.07,11.07,0,6,0,1,20
24.0,14.0,0,0.0,10.84,10.84,0,6,0,2,20
25.0,15.0,0,0.0,15.29,15.29,0,6,0,3,20
