idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,11.93,11.93,1,2,0,2,20
2.0,0.0,0,0.0,14.06,14.06,1,2,0,3,20
3.0,0.0,0,0.0,14.17,14.17,1,5,0,0,20
4.0,0.0,0,0.0,9.5,9.5,2,3,0,0,20
5.0,0.0,0,0.0,14.02,14.02,1,3,0,2,20
6.0,0.0,0,0.0,5.14,5.14,1,2,0,0,20
7.0,0.0,0,0.0,10.69,10.69,1,2,0,1,20
8.0,0.0,0,0.0,19.56,19.56,1,5,0,1,20
9.0,0.0,0,0.0,21.69,21.69,1,4,0,4,20
10.0,0.0,0,0.0,12.76,12.76,2,3,0,1,20
11.0,1.0,0,0.0,11.66,11.66,1,4,0,0,20
12.0,2.0,0,0.0,9.13,9.13,1,1,0,0,20
13.0,3.0,0,0.0,21.59,21.59,1,5,0,2,20
14.0,4.0,0,0.0,20.15,20.15,2,4,0,3,20
15.0,5.0,0,0.0,14.13,14.13,1,4,0,1,20
16.0,6.0,0,0.0,17.07,17.07,1,4,0,2,20
17.0,7.0,0,0.0,15.99,15.99,1,3,0,3,20
18.0,8.0,0,0.0,17.75,17.75,1,3,0,4,20
19.0,9.0,0,0.0,13.16,13.16,2,1,0,4,20
20.0,10.0,0,0.0,20.63,20.63,1,6,0,0,20
21.0,11.0,0,0.0,5.22,5.22,1,1,0,1,20
22.0,12.0,0,0.0,20.84,20.84,1,6,0,1,20
23.0,13.0,0,0.0,5.47,5.47,1,1,0,2,20
24.0,14.0,0,0.0,19.74,19.74,1,5,0,3,20
25.0,15.0,0,0.0,5.77,5.77,1,1,0,3,20
