idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,11.65,11.65,2,4,0,1,20
2.0,0.0,0,0.0,5.47,5.47,1,1,0,2,20
3.0,0.0,0,0.0,18.29,18.29,2,6,0,0,20
4.0,0.0,0,0.0,13.92,13.92,0,4,0,0,20
5.0,0.0,0,0.0,16.88,16.88,0,5,0,0,20
6.0,0.0,0,0.0,8.81,8.81,0,1,0,0,20
7.0,0.0,0,0.0,6.83,6.83,1,1,0,1,20
8.0,0.0,0,0.0,7.25,7.25,0,2,0,0,20
9.0,0.0,0,0.0,9.14,9.14,0,5,0,1,20
10.0,0.0,0,0.0,20.78,20.78,1,5,0,2,20
11.0,1.0,0,0.0,6.73,6.73,0,2,0,1,20
12.0,2.0,0,0.0,11.41,11.41,0,4,0,2,20
13.0,3.0,0,0.0,17.96,17.96,0,6,0,1,20
14.0,4.0,0,0.0,23.24,23.24,1,4,0,4,20
15.0,5.0,0,0.0,9.73,9.73,0,4,0,3,20
16.0,6.0,0,0.0,18.57,18.57,0,6,0,2,20
17.0,7.0,0,0.0,16.64,16.64,0,6,0,3,20
18.0,8.0,0,0.0,19.72,19.72,0,5,0,3,20
19.0,9.0,0,0.0,6.17,6.17,0,1,0,3,20
20.0,10.0,0,0.0,22.27,22.27,0,5,0,4,20
21.0,11.0,0,0.0,8.29,8.29,0,3,0,0,20
22.0,12.0,0,0.0,15.8,15.8,1,3,0,3,20
23.0,13.0,0,0.0,9.5,9.5,0,3,0,1,20
24.0,14.0,0,0.0,11.46,11.46,0,1,0,4,20
25.0,15.0,0,0.0,12.63,12.63,0,3,0,2,20
