idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,20.02,20.02,0,1,0,0,20
2.0,0.0,0,0.0,6.94,6.94,0,5,0,0,20
3.0,0.0,0,0.0,20.19,20.19,1,6,0,2,20
4.0,0.0,0,0.0,17.55,17.55,1,5,0,2,20
5.0,0.0,0,0.0,7.32,7.32,0,1,0,1,20
6.0,0.0,0,0.0,13.09,13.09,1,5,0,1,20
7.0,0.0,0,0.0,21.67,21.67,1,6,0,4,20
8.0,0.0,0,0.0,11.84,11.84,1,6,0,3,20
9.0,0.0,0,0.0,14.57,14.57,1,6,0,1,20
10.0,0.0,0,0.0,20.91,20.91,1,6,0,0,20
11.0,1.0,0,0.0,17.43,17.43,1,3,0,4,20
12.0,2.0,0,0.0,17.0,17.0,1,3,0,3,20
13.0,3.0,0,0.0,8.92,8.92,1,2,0,1,20
14.0,4.0,0,0.0,10.2,10.2,0,3,0,0,20
15.0,5.0,0,0.0,21.71,21.71,1,3,0,2,20
16.0,6.0,0,0.0,12.93,12.93,1,2,0,2,20
17.0,7.0,0,0.0,22.2,22.2,1,4,0,1,20
18.0,8.0,0,0.0,18.56,18.56,1,1,0,4,20
19.0,9.0,0,0.0,13.74,13.74,0,4,0,0,20
20.0,10.0,0,0.0,17.78,17.78,0,4,0,2,20
21.0,11.0,0,0.0,14.85,14.85,0,4,0,3,20
22.0,12.0,0,0.0,22.62,22.62,0,4,0,4,20
23.0,13.0,0,0.0,7.6,7.6,0,2,0,0,20
24.0,14.0,0,0.0,7.78,7.78,0,1,0,2,20
25.0,15.0,0,0.0,15.21,15.21,0,2,0,3,20
