idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,23.89,23.89,2,4,0,4,20
2.0,0.0,0,0.0,9.91,9.91,1,2,0,2,20
3.0,0.0,0,0.0,21.22,21.22,0,4,0,0,20
4.0,0.0,0,0.0,21.71,21.71,0,5,0,0,20
5.0,0.0,0,0.0,8.98,8.98,2,3,0,0,20
6.0,0.0,0,0.0,14.15,14.15,0,5,0,1,20
7.0,0.0,0,0.0,20.11,20.11,0,5,0,2,20
8.0,0.0,0,0.0,11.45,11.45,1,3,0,1,20
9.0,0.0,0,0.0,18.79,18.79,1,4,0,2,20
10.0,0.0,0,0.0,15.07,15.07,2,3,0,2,20
11.0,1.0,0,0.0,23.18,23.18,1,4,0,1,20
12.0,2.0,0,0.0,19.3,19.3,1,4,0,3,20
13.0,3.0,0,0.0,9.16,9.16,1,2,0,0,20
14.0,4.0,0,0.0,15.05,15.05,1,3,0,3,20
15.0,5.0,0,0.0,18.95,18.95,1,5,0,3,20
16.0,6.0,0,0.0,11.76,11.76,1,3,0,4,20
17.0,7.0,0,0.0,8.26,8.26,1,2,0,1,20
18.0,8.0,0,0.0,18.76,18.76,2,2,0,4,20
19.0,9.0,0,0.0,5.47,5.47,1,1,0,0,20
20.0,10.0,0,0.0,14.31,14.31,1,2,0,3,20
21.0,11.0,0,0.0,19.11,19.11,1,5,0,4,20
22.0,12.0,0,0.0,8.79,8.79,2,1,0,2,20
23.0,13.0,0,0.0,6.49,6.49,1,1,0,1,20
24.0,14.0,0,0.0,8.63,8.63,1,1,0,3,20
25.0,15.0,0,0.0,21.15,21.15,1,6,0,0,20
