idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,11.17,11.17,2,3,0,1,20
2.0,0.0,0,0.0,10.62,10.62,0,6,0,0,20
3.0,0.0,0,0.0,22.97,22.97,2,4,0,4,20
4.0,0.0,0,0.0,8.7,8.7,1,1,0,1,20
5.0,0.0,0,0.0,15.24,15.24,1,5,0,0,20
6.0,0.0,0,0.0,21.35,21.35,0,6,0,1,20
7.0,0.0,0,0.0,20.57,20.57,1,6,0,2,20
8.0,0.0,0,0.0,20.33,20.33,2,4,0,3,20
9.0,0.0,0,0.0,7.11,7.11,1,1,0,0,20
10.0,0.0,0,0.0,11.79,11.79,0,4,0,0,20
11.0,1.0,0,0.0,8.64,8.64,1,3,0,0,20
12.0,2.0,0,0.0,6.36,6.36,1,1,0,2,20
13.0,3.0,0,0.0,11.59,11.59,1,1,0,3,20
14.0,4.0,0,0.0,8.76,8.76,1,2,0,0,20
15.0,5.0,0,0.0,12.36,12.36,1,4,0,1,20
16.0,6.0,0,0.0,17.3,17.3,1,4,0,2,20
17.0,7.0,0,0.0,19.47,19.47,2,3,0,4,20
18.0,8.0,0,0.0,14.75,14.75,1,5,0,1,20
19.0,9.0,0,0.0,10.8,10.8,1,1,0,4,20
20.0,10.0,0,0.0,8.84,8.84,1,2,0,1,20
21.0,11.0,0,0.0,17.57,17.57,1,5,0,2,20
22.0,12.0,0,0.0,11.29,11.29,1,2,0,2,20
23.0,13.0,0,0.0,15.83,15.83,2,3,0,3,20
24.0,14.0,0,0.0,13.77,13.77,1,3,0,2,20
25.0,15.0,0,0.0,14.21,14.21,1,2,0,3,20
