idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,19.63,19.63,0,5,0,0,20
2.0,0.0,0,0.0,19.43,19.43,2,3,0,3,20
3.0,0.0,0,0.0,11.26,11.26,2,4,0,0,20
4.0,0.0,0,0.0,13.86,13.86,2,3,0,4,20
5.0,0.0,0,0.0,19.0,19.0,0,6,0,0,20
6.0,0.0,0,0.0,17.53,17.53,0,6,0,1,20
7.0,0.0,0,0.0,12.48,12.48,0,5,0,1,20
8.0,0.0,0,0.0,8.3,8.3,2,3,0,0,20
9.0,0.0,0,0.0,11.75,11.75,0,6,0,2,20
10.0,0.0,0,0.0,16.87,16.87,1,5,0,2,20
11.0,1.0,0,0.0,15.73,15.73,2,3,0,2,20
12.0,2.0,0,0.0,8.41,8.41,1,3,0,1,20
13.0,3.0,0,0.0,17.78,17.78,1,4,0,1,20
14.0,4.0,0,0.0,20.87,20.87,1,4,0,2,20
15.0,5.0,0,0.0,13.98,13.98,1,4,0,3,20
16.0,6.0,0,0.0,9.38,9.38,2,2,0,2,20
17.0,7.0,0,0.0,5.94,5.94,1,1,0,0,20
18.0,8.0,0,0.0,7.59,7.59,2,2,0,1,20
19.0,9.0,0,0.0,14.44,14.44,2,2,0,3,20
20.0,10.0,0,0.0,5.01,5.01,1,2,0,0,20
21.0,11.0,0,0.0,15.16,15.16,1,2,0,4,20
22.0,12.0,0,0.0,9.06,9.06,1,6,0,3,20
23.0,13.0,0,0.0,6.11,6.11,2,1,0,2,20
24.0,14.0,0,0.0,19.17,19.17,1,4,0,4,20
25.0,15.0,0,0.0,7.0,7.0,1,1,0,3,20
