idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,10.79,10.79,0,3,0,0,20
2.0,0.0,0,0.0,22.65,22.65,1,5,0,1,20
3.0,0.0,0,0.0,5.92,5.92,0,6,0,0,20
4.0,0.0,0,0.0,15.18,15.18,1,1,0,4,20
5.0,0.0,0,0.0,20.23,20.23,1,5,0,2,20
6.0,0.0,0,0.0,5.22,5.22,2,2,0,0,20
7.0,0.0,0,0.0,15.68,15.68,0,1,0,0,20
8.0,0.0,0,0.0,17.11,17.11,2,4,0,1,20
9.0,0.0,0,0.0,8.16,8.16,0,1,0,1,20
10.0,0.0,0,0.0,6.22,6.22,0,1,0,2,20
11.0,1.0,0,0.0,11.97,11.97,1,4,0,0,20
12.0,2.0,0,0.0,20.54,20.54,2,6,0,1,20
13.0,3.0,0,0.0,9.79,9.79,1,1,0,3,20
14.0,4.0,0,0.0,22.49,22.49,2,3,0,4,20
15.0,5.0,0,0.0,23.38,23.38,2,4,0,4,20
16.0,6.0,0,0.0,17.23,17.23,1,5,0,0,20
17.0,7.0,0,0.0,21.63,21.63,2,4,0,3,20
18.0,8.0,0,0.0,16.01,16.01,1,4,0,2,20
19.0,9.0,0,0.0,18.27,18.27,2,3,0,3,20
20.0,10.0,0,0.0,11.44,11.44,1,3,0,1,20
21.0,11.0,0,0.0,18.71,18.71,1,6,0,2,20
22.0,12.0,0,0.0,12.39,12.39,1,3,0,2,20
23.0,13.0,0,0.0,22.03,22.03,1,5,0,3,20
24.0,14.0,0,0.0,6.47,6.47,1,2,0,1,20
25.0,15.0,0,0.0,17.34,17.34,1,6,0,3,20
