idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,11.9,11.9,0,4,0,0,20
2.0,0.0,0,0.0,11.87,11.87,1,2,0,2,20
3.0,0.0,0,0.0,22.89,22.89,0,1,0,0,20
4.0,0.0,0,0.0,10.42,10.42,1,2,0,1,20
5.0,0.0,0,0.0,17.94,17.94,1,6,0,2,20
6.0,0.0,0,0.0,13.25,13.25,1,2,0,0,20
7.0,0.0,0,0.0,6.73,6.73,1,1,0,2,20
8.0,0.0,0,0.0,8.15,8.15,0,1,0,1,20
9.0,0.0,0,0.0,20.6,20.6,1,6,0,1,20
10.0,0.0,0,0.0,11.04,11.04,0,6,0,0,20
11.0,1.0,0,0.0,7.75,7.75,1,3,0,0,20
12.0,2.0,0,0.0,5.35,5.35,1,3,0,1,20
13.0,3.0,0,0.0,20.8,20.8,2,5,0,2,20
14.0,4.0,0,0.0,11.77,11.77,1,4,0,1,20
15.0,5.0,0,0.0,20.81,20.81,2,4,0,3,20
16.0,6.0,0,0.0,19.06,19.06,1,4,0,2,20
17.0,7.0,0,0.0,8.46,8.46,1,3,0,2,20
18.0,8.0,0,0.0,19.45,19.45,2,3,0,4,20
19.0,9.0,0,0.0,7.89,7.89,1,3,0,3,20
20.0,10.0,0,0.0,14.59,14.59,1,5,0,0,20
21.0,11.0,0,0.0,17.25,17.25,1,5,0,1,20
22.0,12.0,0,0.0,9.99,9.99,1,2,0,3,20
23.0,13.0,0,0.0,16.1,16.1,1,2,0,4,20
24.0,14.0,0,0.0,23.58,23.58,1,4,0,4,20
25.0,15.0,0,0.0,11.4,11.4,1,6,0,3,20
