idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,14.91,14.91,2,4,0,2,20
2.0,0.0,0,0.0,7.27,7.27,0,2,0,0,20
3.0,0.0,0,0.0,19.78,19.78,2,4,0,3,20
4.0,0.0,0,0.0,23.29,23.29,2,4,0,4,20
5.0,0.0,0,0.0,10.27,10.27,1,1,0,0,20
6.0,0.0,0,0.0,21.84,21.84,2,6,0,1,20
7.0,0.0,0,0.0,19.2,19.2,0,4,0,0,20
8.0,0.0,0,0.0,14.74,14.74,2,2,0,4,20
9.0,0.0,0,0.0,14.58,14.58,1,3,0,2,20
10.0,0.0,0,0.0,12.41,12.41,2,3,0,1,20
11.0,1.0,0,0.0,14.54,14.54,1,4,0,1,20
12.0,2.0,0,0.0,14.03,14.03,2,2,0,3,20
13.0,3.0,0,0.0,10.0,10.0,1,3,0,0,20
14.0,4.0,0,0.0,8.14,8.14,1,2,0,1,20
15.0,5.0,0,0.0,6.69,6.69,1,2,0,2,20
16.0,6.0,0,0.0,9.14,9.14,1,1,0,1,20
17.0,7.0,0,0.0,10.49,10.49,2,1,0,3,20
18.0,8.0,0,0.0,13.16,13.16,1,1,0,4,20
19.0,9.0,0,0.0,16.53,16.53,1,5,0,0,20
20.0,10.0,0,0.0,17.36,17.36,1,5,0,1,20
21.0,11.0,0,0.0,16.03,16.03,1,3,0,3,20
22.0,12.0,0,0.0,12.56,12.56,1,3,0,4,20
23.0,13.0,0,0.0,8.1,8.1,1,1,0,2,20
24.0,14.0,0,0.0,21.96,21.96,1,5,0,2,20
25.0,15.0,0,0.0,19.91,19.91,1,6,0,0,20
