idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,8.68,8.68,0,4,0,0,20
2.0,0.0,0,0.0,10.23,10.23,0,6,0,0,20
3.0,0.0,0,0.0,16.16,16.16,0,5,0,0,20
4.0,0.0,0,0.0,23.78,23.78,1,4,0,4,20
5.0,0.0,0,0.0,14.39,14.39,0,4,0,1,20
6.0,0.0,0,0.0,5.37,5.37,1,1,0,0,20
7.0,0.0,0,0.0,14.46,14.46,0,5,0,1,20
8.0,0.0,0,0.0,13.93,13.93,2,1,0,4,20
9.0,0.0,0,0.0,12.97,12.97,1,1,0,1,20
10.0,0.0,0,0.0,15.42,15.42,2,3,0,3,20
11.0,1.0,0,0.0,18.66,18.66,0,4,0,2,20
12.0,2.0,0,0.0,6.37,6.37,0,2,0,0,20
13.0,3.0,0,0.0,19.76,19.76,0,4,0,3,20
14.0,4.0,0,0.0,19.88,19.88,0,6,0,1,20
15.0,5.0,0,0.0,7.09,7.09,0,1,0,2,20
16.0,6.0,0,0.0,22.67,22.67,0,6,0,2,20
17.0,7.0,0,0.0,5.15,5.15,0,1,0,3,20
18.0,8.0,0,0.0,19.85,19.85,0,6,0,3,20
19.0,9.0,0,0.0,15.73,15.73,0,6,0,4,20
20.0,10.0,0,0.0,9.08,9.08,0,3,0,0,20
21.0,11.0,0,0.0,20.17,20.17,0,3,0,1,20
22.0,12.0,0,0.0,20.1,20.1,0,3,0,2,20
23.0,13.0,0,0.0,15.14,15.14,0,5,0,2,20
24.0,14.0,0,0.0,11.19,11.19,0,5,0,3,20
25.0,15.0,0,0.0,15.72,15.72,0,3,0,4,20
