idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,14.71,14.71,2,4,0,1,20
2.0,0.0,0,0.0,13.94,13.94,1,6,0,1,20
3.0,0.0,0,0.0,16.38,16.38,0,1,0,0,20
4.0,0.0,0,0.0,5.61,5.61,0,6,0,0,20
5.0,0.0,0,0.0,6.54,6.54,0,1,0,1,20
6.0,1.0,0,0.0,14.04,14.04,1,4,0,0,20
7.0,2.0,0,0.0,19.74,19.74,2,4,0,3,20
8.0,3.0,0,0.0,18.22,18.22,1,4,0,2,20
9.0,4.0,0,0.0,23.12,23.12,1,4,0,4,20
10.0,5.0,0,0.0,21.2,21.2,1,6,0,2,20
11.0,6.0,0,0.0,14.72,14.72,2,3,0,2,20
12.0,7.0,0,0.0,5.59,5.59,1,2,0,0,20
13.0,8.0,0,0.0,5.46,5.46,1,1,0,2,20
14.0,9.0,0,0.0,16.04,16.04,1,5,0,0,20
15.0,10.0,0,0.0,13.61,13.61,2,3,0,1,20
16.0,11.0,0,0.0,21.83,21.83,1,5,0,1,20
17.0,12.0,0,0.0,19.57,19.57,1,5,0,2,20
18.0,13.0,0,0.0,19.91,19.91,1,5,0,3,20
19.0,14.0,0,0.0,21.7,21.7,2,3,0,4,20
20.0,15.0,0,0.0,9.6,9.6,1,3,0,0,20
21.0,16.0,0,0.0,10.28,10.28,1,2,0,1,20
22.0,17.0,0,0.0,13.58,13.58,1,3,0,3,20
23.0,18.0,0,0.0,11.52,11.52,1,2,0,2,20
24.0,19.0,0,0.0,19.08,19.08,1,5,0,4,20
25.0,20.0,0,0.0,10.46,10.46,1,1,0,3,20
