idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,13.93,13.93,0,6,0,0,20
2.0,0.0,0,0.0,5.26,5.26,1,1,0,1,20
3.0,0.0,0,0.0,8.83,8.83,0,4,0,0,20
4.0,0.0,0,0.0,7.8,7.8,1,1,0,0,20
5.0,0.0,0,0.0,15.21,15.21,2,5,0,0,20
6.0,1.0,0,0.0,7.66,7.66,0,3,0,0,20
7.0,2.0,0,0.0,11.09,11.09,0,4,0,1,20
8.0,3.0,0,0.0,18.46,18.46,1,3,0,4,20
9.0,4.0,0,0.0,23.75,23.75,1,4,0,4,20
10.0,5.0,0,0.0,8.36,8.36,0,3,0,1,20
11.0,6.0,0,0.0,16.2,16.2,0,4,0,2,20
12.0,7.0,0,0.0,5.71,5.71,0,2,0,0,20
13.0,8.0,0,0.0,21.92,21.92,0,6,0,1,20
14.0,9.0,0,0.0,6.43,6.43,0,1,0,2,20
15.0,10.0,0,0.0,7.77,7.77,0,2,0,1,20
16.0,11.0,0,0.0,10.79,10.79,0,3,0,2,20
17.0,12.0,0,0.0,22.71,22.71,0,4,0,3,20
18.0,13.0,0,0.0,16.52,16.52,0,3,0,3,20
19.0,14.0,0,0.0,9.96,9.96,1,2,0,3,20
20.0,15.0,0,0.0,9.52,9.52,1,1,0,4,20
21.0,16.0,0,0.0,22.53,22.53,1,5,0,2,20
22.0,17.0,0,0.0,15.67,15.67,0,5,0,1,20
23.0,18.0,0,0.0,7.53,7.53,0,2,0,2,20
24.0,19.0,0,0.0,16.32,16.32,0,5,0,3,20
25.0,20.0,0,0.0,7.39,7.39,0,1,0,3,20
