idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,9.21,9.21,2,3,0,0,20
2.0,0.0,0,0.0,23.87,23.87,2,4,0,4,20
3.0,0.0,0,0.0,8.74,8.74,0,6,0,0,20
4.0,0.0,0,0.0,21.31,21.31,2,3,0,3,20
5.0,0.0,0,0.0,20.64,20.64,1,6,0,1,20
6.0,1.0,0,0.0,8.88,8.88,1,2,0,0,20
7.0,2.0,0,0.0,18.22,18.22,1,5,0,0,20
8.0,3.0,0,0.0,20.7,20.7,1,5,0,1,20
9.0,4.0,0,0.0,20.7,20.7,1,5,0,2,20
10.0,5.0,0,0.0,16.06,16.06,1,4,0,0,20
11.0,6.0,0,0.0,14.73,14.73,1,3,0,1,20
12.0,7.0,0,0.0,20.14,20.14,2,4,0,2,20
13.0,8.0,0,0.0,19.02,19.02,1,4,0,1,20
14.0,9.0,0,0.0,14.59,14.59,1,3,0,2,20
15.0,10.0,0,0.0,18.23,18.23,1,4,0,3,20
16.0,11.0,0,0.0,21.32,21.32,1,3,0,4,20
17.0,12.0,0,0.0,10.05,10.05,1,2,0,1,20
18.0,13.0,0,0.0,10.34,10.34,1,2,0,2,20
19.0,14.0,0,0.0,5.2,5.2,1,1,0,0,20
20.0,15.0,0,0.0,17.88,17.88,2,2,0,4,20
21.0,16.0,0,0.0,14.84,14.84,1,2,0,3,20
22.0,17.0,0,0.0,20.39,20.39,1,5,0,3,20
23.0,18.0,0,0.0,15.83,15.83,1,5,0,4,20
24.0,19.0,0,0.0,16.53,16.53,1,6,0,2,20
25.0,20.0,0,0.0,21.73,21.73,1,6,0,3,20
