idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,6.21,6.21,1,1,0,0,20
2.0,0.0,0,0.0,13.84,13.84,2,4,0,0,20
3.0,0.0,0,0.0,23.98,23.98,1,6,0,1,20
4.0,0.0,0,0.0,9.35,9.35,2,3,0,0,20
5.0,0.0,0,0.0,19.2,19.2,2,5,0,0,20
6.0,1.0,0,0.0,21.84,21.84,1,5,0,1,20
7.0,2.0,0,0.0,23.63,23.63,0,6,0,0,20
8.0,3.0,0,0.0,20.45,20.45,0,5,0,2,20
9.0,4.0,0,0.0,14.23,14.23,0,3,0,1,20
10.0,5.0,0,0.0,14.48,14.48,0,3,0,2,20
11.0,6.0,0,0.0,13.3,13.3,0,3,0,3,20
12.0,7.0,0,0.0,18.86,18.86,1,2,0,4,20
13.0,8.0,0,0.0,5.23,5.23,0,2,0,0,20
14.0,9.0,0,0.0,13.88,13.88,1,2,0,3,20
15.0,10.0,0,0.0,8.73,8.73,0,2,0,1,20
16.0,11.0,0,0.0,10.33,10.33,0,2,0,2,20
17.0,12.0,0,0.0,18.96,18.96,0,5,0,3,20
18.0,13.0,0,0.0,23.07,23.07,0,3,0,4,20
19.0,14.0,0,0.0,15.24,15.24,0,4,0,1,20
20.0,15.0,0,0.0,9.28,9.28,0,1,0,1,20
21.0,16.0,0,0.0,20.32,20.32,0,4,0,2,20
22.0,17.0,0,0.0,6.11,6.11,0,1,0,2,20
23.0,18.0,0,0.0,22.38,22.38,0,4,0,3,20
24.0,19.0,0,0.0,6.37,6.37,0,1,0,3,20
25.0,20.0,0,0.0,23.98,23.98,0,4,0,4,20
