idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,9.62,9.62,1,1,0,0,20
2.0,0.0,0,0.0,5.58,5.58,0,6,0,0,20
3.0,0.0,0,0.0,6.8,6.8,2,2,0,0,20
4.0,0.0,0,0.0,14.37,14.37,1,6,0,1,20
5.0,0.0,0,0.0,9.77,9.77,1,1,0,1,20
6.0,1.0,0,0.0,19.15,19.15,0,6,0,2,20
7.0,2.0,0,0.0,23.04,23.04,1,4,0,3,20
8.0,3.0,0,0.0,15.33,15.33,1,3,0,2,20
9.0,4.0,0,0.0,7.26,7.26,0,2,0,1,20
10.0,5.0,0,0.0,21.85,21.85,1,5,0,2,20
11.0,6.0,0,0.0,16.81,16.81,0,5,0,0,20
12.0,7.0,0,0.0,7.97,7.97,0,3,0,0,20
13.0,8.0,0,0.0,10.92,10.92,0,3,0,1,20
14.0,9.0,0,0.0,18.76,18.76,0,5,0,1,20
15.0,10.0,0,0.0,18.28,18.28,1,3,0,4,20
16.0,11.0,0,0.0,15.13,15.13,0,3,0,3,20
17.0,12.0,0,0.0,13.13,13.13,0,4,0,0,20
18.0,13.0,0,0.0,16.65,16.65,0,4,0,1,20
19.0,14.0,0,0.0,23.28,23.28,1,4,0,4,20
20.0,15.0,0,0.0,9.52,9.52,0,1,0,2,20
21.0,16.0,0,0.0,14.86,14.86,0,4,0,2,20
22.0,17.0,0,0.0,22.3,22.3,0,5,0,3,20
23.0,18.0,0,0.0,8.74,8.74,0,1,0,3,20
24.0,19.0,0,0.0,17.0,17.0,0,6,0,3,20
25.0,20.0,0,0.0,19.15,19.15,0,5,0,4,20
