idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,15.89,15.89,2,4,0,1,20
2.0,0.0,0,0.0,13.91,13.91,2,3,0,2,20
3.0,0.0,0,0.0,19.83,19.83,0,6,0,0,20
4.0,0.0,0,0.0,16.63,16.63,1,3,0,3,20
5.0,0.0,0,0.0,9.33,9.33,1,3,0,0,20
6.0,1.0,0,0.0,16.8,16.8,1,5,0,0,20
7.0,2.0,0,0.0,11.09,11.09,1,3,0,1,20
8.0,3.0,0,0.0,13.08,13.08,1,4,0,0,20
9.0,4.0,0,0.0,11.38,11.38,2,2,0,2,20
10.0,5.0,0,0.0,14.07,14.07,1,4,0,2,20
11.0,6.0,0,0.0,14.54,14.54,1,4,0,3,20
12.0,7.0,0,0.0,22.62,22.62,1,6,0,1,20
13.0,8.0,0,0.0,22.03,22.03,2,5,0,2,20
14.0,9.0,0,0.0,23.84,23.84,1,4,0,4,20
15.0,10.0,0,0.0,16.79,16.79,1,5,0,1,20
16.0,11.0,0,0.0,5.78,5.78,1,2,0,0,20
17.0,12.0,0,0.0,5.19,5.19,1,1,0,0,20
18.0,13.0,0,0.0,21.12,21.12,1,5,0,3,20
19.0,14.0,0,0.0,17.57,17.57,1,5,0,4,20
20.0,15.0,0,0.0,9.97,9.97,1,2,0,1,20
21.0,16.0,0,0.0,12.04,12.04,1,2,0,3,20
22.0,17.0,0,0.0,16.81,16.81,1,2,0,4,20
23.0,18.0,0,0.0,11.15,11.15,2,1,0,2,20
24.0,19.0,0,0.0,6.75,6.75,1,1,0,1,20
25.0,20.0,0,0.0,20.27,20.27,1,3,0,4,20
