idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,6.94,6.94,0,3,0,0,20
2.0,0.0,0,0.0,13.14,13.14,0,4,0,0,20
3.0,0.0,0,0.0,22.86,22.86,1,6,0,0,20
4.0,0.0,0,0.0,21.68,21.68,2,5,0,1,20
5.0,0.0,0,0.0,20.11,20.11,1,6,0,1,20
6.0,1.0,0,0.0,15.33,15.33,1,5,0,0,20
7.0,2.0,0,0.0,16.49,16.49,1,4,0,1,20
8.0,3.0,0,0.0,19.55,19.55,1,4,0,2,20
9.0,4.0,0,0.0,21.22,21.22,1,5,0,2,20
10.0,5.0,0,0.0,23.67,23.67,2,4,0,4,20
11.0,6.0,0,0.0,10.18,10.18,1,3,0,1,20
12.0,7.0,0,0.0,6.16,6.16,1,2,0,0,20
13.0,8.0,0,0.0,13.49,13.49,1,3,0,2,20
14.0,9.0,0,0.0,15.46,15.46,1,3,0,3,20
15.0,10.0,0,0.0,20.78,20.78,1,4,0,3,20
16.0,11.0,0,0.0,6.86,6.86,1,2,0,1,20
17.0,12.0,0,0.0,12.01,12.01,1,3,0,4,20
18.0,13.0,0,0.0,8.12,8.12,1,2,0,2,20
19.0,14.0,0,0.0,6.08,6.08,1,1,0,0,20
20.0,15.0,0,0.0,19.6,19.6,1,5,0,3,20
21.0,16.0,0,0.0,20.44,20.44,1,6,0,2,20
22.0,17.0,0,0.0,5.72,5.72,1,1,0,1,20
23.0,18.0,0,0.0,14.94,14.94,1,2,0,3,20
24.0,19.0,0,0.0,15.41,15.41,1,2,0,4,20
25.0,20.0,0,0.0,6.35,6.35,1,1,0,2,20
