idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,6.32,6.32,1,1,0,1,20
2.0,0.0,0,0.0,23.35,23.35,1,6,0,2,20
3.0,0.0,0,0.0,22.44,22.44,1,6,0,1,20
4.0,0.0,0,0.0,11.27,11.27,0,1,0,0,20
5.0,0.0,0,0.0,18.59,18.59,1,6,0,0,20
6.0,1.0,0,0.0,10.92,10.92,1,2,0,0,20
7.0,2.0,0,0.0,21.87,21.87,1,6,0,3,20
8.0,3.0,0,0.0,5.05,5.05,1,1,0,2,20
9.0,4.0,0,0.0,19.03,19.03,2,2,0,4,20
10.0,5.0,0,0.0,16.2,16.2,1,5,0,0,20
11.0,6.0,0,0.0,12.53,12.53,1,4,0,0,20
12.0,7.0,0,0.0,23.59,23.59,1,5,0,1,20
13.0,8.0,0,0.0,10.27,10.27,1,2,0,1,20
14.0,9.0,0,0.0,18.74,18.74,1,5,0,2,20
15.0,10.0,0,0.0,12.5,12.5,1,3,0,0,20
16.0,11.0,0,0.0,14.1,14.1,2,2,0,3,20
17.0,12.0,0,0.0,21.09,21.09,1,5,0,3,20
18.0,13.0,0,0.0,22.36,22.36,2,4,0,3,20
19.0,14.0,0,0.0,12.63,12.63,1,2,0,2,20
20.0,15.0,0,0.0,11.29,11.29,1,3,0,1,20
21.0,16.0,0,0.0,15.36,15.36,1,4,0,1,20
22.0,17.0,0,0.0,24.0,24.0,2,4,0,4,20
23.0,18.0,0,0.0,9.26,9.26,1,3,0,2,20
24.0,19.0,0,0.0,12.29,12.29,1,1,0,3,20
25.0,20.0,0,0.0,15.56,15.56,1,4,0,2,20
