idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,8.85,8.85,2,4,0,0,20
2.0,0.0,0,0.0,18.24,18.24,1,5,0,1,20
3.0,0.0,0,0.0,13.04,13.04,1,4,0,1,20
4.0,0.0,0,0.0,9.25,9.25,0,6,0,0,20
5.0,0.0,0,0.0,19.28,19.28,1,6,0,1,20
6.0,1.0,0,0.0,6.88,6.88,1,3,0,0,20
7.0,2.0,0,0.0,6.72,6.72,1,2,0,0,20
8.0,3.0,0,0.0,8.03,8.03,1,3,0,1,20
9.0,4.0,0,0.0,14.4,14.4,1,5,0,0,20
10.0,5.0,0,0.0,15.92,15.92,1,4,0,2,20
11.0,6.0,0,0.0,14.18,14.18,2,2,0,4,20
12.0,7.0,0,0.0,10.08,10.08,2,2,0,3,20
13.0,8.0,0,0.0,7.52,7.52,2,2,0,2,20
14.0,9.0,0,0.0,20.24,20.24,1,5,0,2,20
15.0,10.0,0,0.0,6.57,6.57,1,2,0,1,20
16.0,11.0,0,0.0,12.85,12.85,1,3,0,2,20
17.0,12.0,0,0.0,20.73,20.73,1,4,0,3,20
18.0,13.0,0,0.0,7.07,7.07,1,1,0,0,20
19.0,14.0,0,0.0,18.66,18.66,1,4,0,4,20
20.0,15.0,0,0.0,5.43,5.43,1,1,0,1,20
21.0,16.0,0,0.0,22.87,22.87,2,3,0,4,20
22.0,17.0,0,0.0,16.32,16.32,1,3,0,3,20
23.0,18.0,0,0.0,5.08,5.08,1,1,0,2,20
24.0,19.0,0,0.0,23.65,23.65,1,5,0,3,20
25.0,20.0,0,0.0,7.88,7.88,1,1,0,3,20
