idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,22.52,22.52,0,6,0,0,20
2.0,0.0,0,0.0,15.51,15.51,2,4,0,1,20
3.0,0.0,0,0.0,21.45,21.45,2,5,0,1,20
4.0,0.0,0,0.0,16.43,16.43,0,4,0,0,20
5.0,0.0,0,0.0,9.43,9.43,1,2,0,0,20
6.0,1.0,0,0.0,17.42,17.42,1,5,0,0,20
7.0,2.0,0,0.0,8.84,8.84,1,2,0,1,20
8.0,3.0,0,0.0,18.32,18.32,2,3,0,3,20
9.0,4.0,0,0.0,11.5,11.5,1,3,0,0,20
10.0,5.0,0,0.0,16.69,16.69,2,3,0,2,20
11.0,6.0,0,0.0,13.11,13.11,1,3,0,1,20
12.0,7.0,0,0.0,17.72,17.72,2,2,0,4,20
13.0,8.0,0,0.0,20.29,20.29,1,6,0,1,20
14.0,9.0,0,0.0,12.46,12.46,1,2,0,2,20
15.0,10.0,0,0.0,21.0,21.0,1,5,0,2,20
16.0,11.0,0,0.0,22.02,22.02,1,4,0,2,20
17.0,12.0,0,0.0,16.03,16.03,1,2,0,3,20
18.0,13.0,0,0.0,22.71,22.71,2,4,0,4,20
19.0,14.0,0,0.0,16.36,16.36,1,3,0,4,20
20.0,15.0,0,0.0,14.35,14.35,1,5,0,3,20
21.0,16.0,0,0.0,14.43,14.43,1,5,0,4,20
22.0,17.0,0,0.0,20.96,20.96,1,4,0,3,20
23.0,18.0,0,0.0,6.44,6.44,1,1,0,0,20
24.0,19.0,0,0.0,22.32,22.32,1,6,0,2,20
25.0,20.0,0,0.0,5.5,5.5,1,1,0,1,20
