idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,10.08,10.08,0,3,0,0,20
2.0,0.0,0,0.0,8.5,8.5,2,3,0,1,20
3.0,0.0,0,0.0,22.56,22.56,2,4,0,4,20
4.0,0.0,0,0.0,21.16,21.16,1,6,0,1,20
5.0,0.0,0,0.0,7.76,7.76,0,6,0,0,20
6.0,1.0,0,0.0,8.17,8.17,0,2,0,0,20
7.0,2.0,0,0.0,16.06,16.06,0,5,0,0,20
8.0,3.0,0,0.0,12.42,12.42,0,5,0,1,20
9.0,4.0,0,0.0,16.8,16.8,1,3,0,3,20
10.0,5.0,0,0.0,15.38,15.38,0,3,0,2,20
11.0,6.0,0,0.0,16.23,16.23,1,4,0,1,20
12.0,7.0,0,0.0,10.03,10.03,0,2,0,1,20
13.0,8.0,0,0.0,21.07,21.07,0,5,0,2,20
14.0,9.0,0,0.0,19.35,19.35,1,4,0,3,20
15.0,10.0,0,0.0,6.35,6.35,0,1,0,0,20
16.0,11.0,0,0.0,19.07,19.07,1,3,0,4,20
17.0,12.0,0,0.0,12.22,12.22,0,4,0,0,20
18.0,13.0,0,0.0,16.0,16.0,0,4,0,2,20
19.0,14.0,0,0.0,14.76,14.76,1,2,0,3,20
20.0,15.0,0,0.0,6.33,6.33,0,1,0,1,20
21.0,16.0,0,0.0,18.24,18.24,0,2,0,4,20
22.0,17.0,0,0.0,9.58,9.58,0,2,0,2,20
23.0,18.0,0,0.0,19.13,19.13,0,5,0,3,20
24.0,19.0,0,0.0,9.03,9.03,1,1,0,3,20
25.0,20.0,0,0.0,19.89,19.89,0,5,0,4,20
