idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1.0,0.0,0,0.0,20.56,20.56,0,1,0,0,20
2.0,0.0,0,0.0,20.92,20.92,1,6,0,1,20
3.0,0.0,0,0.0,19.66,19.66,1,6,0,0,20
4.0,0.0,0,0.0,6.47,6.47,0,1,0,1,20
5.0,0.0,0,0.0,12.03,12.03,1,1,0,2,20
6.0,1.0,0,0.0,10.72,10.72,1,3,0,0,20
7.0,2.0,0,0.0,20.78,20.78,2,3,0,4,20
8.0,3.0,0,0.0,23.13,23.13,2,4,0,4,20
9.0,4.0,0,0.0,19.44,19.44,1,5,0,0,20
10.0,5.0,0,0.0,11.88,11.88,1,4,0,0,20
11.0,6.0,0,0.0,13.62,13.62,2,1,0,4,20
12.0,7.0,0,0.0,17.66,17.66,1,5,0,1,20
13.0,8.0,0,0.0,21.55,21.55,1,5,0,2,20
14.0,9.0,0,0.0,5.5,5.5,1,2,0,0,20
15.0,10.0,0,0.0,14.07,14.07,1,4,0,1,20
16.0,11.0,0,0.0,21.99,21.99,2,4,0,3,20
17.0,12.0,0,0.0,15.73,15.73,1,4,0,2,20
18.0,13.0,0,0.0,18.71,18.71,2,3,0,3,20
19.0,14.0,0,0.0,6.04,6.04,1,2,0,1,20
20.0,15.0,0,0.0,12.48,12.48,1,3,0,1,20
21.0,16.0,0,0.0,14.08,14.08,1,3,0,2,20
22.0,17.0,0,0.0,10.1,10.1,1,1,0,3,20
23.0,18.0,0,0.0,8.35,8.35,1,2,0,2,20
24.0,19.0,0,0.0,18.34,18.34,2,2,0,4,20
25.0,20.0,0,0.0,9.98,9.98,1,2,0,3,20
