idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1,1.0,0,0,23.66,23.66,0,1,0,0,20
2,2.0,0,0,21.23,21.23,0,1,0,1,20
3,3.0,0,0,23.46,23.46,1,6,0,1,20
4,4.0,0,0,7.09,7.09,0,3,0,0,20
5,5.0,0,0,15.69,15.69,1,3,0,2,20
6,6.0,0,0,7.42,7.42,0,2,0,0,20
7,7.0,0,0,7.15,7.15,0,2,0,1,20
8,8.0,0,0,12.06,12.06,0,3,0,1,20
9,9.0,0,0,18.59,18.59,0,5,0,0,20
10,10.0,0,0,20.56,20.56,0,6,0,0,20
11,11.0,0,0,6.76,6.76,0,1,0,2,20
12,12.0,0,0,15.79,15.79,1,2,0,3,20
13,13.0,0,0,20.66,20.66,0,5,0,1,20
14,14.0,0,0,7.21,7.21,0,1,0,3,20
15,15.0,0,0,8.39,8.39,0,1,0,4,20
16,16.0,0,0,10.81,10.81,0,2,0,2,20
17,17.0,0,0,14.56,14.56,0,4,0,0,20
18,18.0,0,0,16.37,16.37,0,4,0,1,20
19,19.0,0,0,21.74,21.74,0,5,0,2,20
20,20.0,0,0,10.74,10.74,0,2,0,4,20
21,21.0,0,0,17.84,17.84,0,4,0,2,20
22,22.0,0,0,16.89,16.89,0,3,0,3,20
23,23.0,0,0,14.65,14.65,0,3,0,4,20
24,24.0,0,0,18.41,18.41,0,4,0,3,20
25,25.0,0,0,23.69,23.69,0,4,0,4,20
