idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1,1.0,0,0,18.54,18.54,0,6,0,0,20
2,2.0,0,0,9.95,9.95,1,2,0,1,20
3,3.0,0,0,16.17,16.17,0,5,0,0,20
4,4.0,0,0,15.6,15.6,0,4,0,0,20
5,5.0,0,0,8.0,8.0,0,2,0,0,20
6,6.0,0,0,22.97,22.97,1,4,0,4,20
7,7.0,0,0,21.61,21.61,1,5,0,2,20
8,8.0,0,0,15.54,15.54,0,4,0,1,20
9,9.0,0,0,19.71,19.71,0,5,0,1,20
10,10.0,0,0,17.52,17.52,0,4,0,2,20
11,11.0,0,0,12.1,12.1,0,2,0,2,20
12,12.0,0,0,19.59,19.59,0,4,0,3,20
13,13.0,0,0,12.49,12.49,1,1,0,3,20
14,14.0,0,0,14.71,14.71,1,3,0,1,20
15,15.0,0,0,15.93,15.93,1,2,0,3,20
16,16.0,0,0,10.0,10.0,0,1,0,0,20
17,17.0,0,0,19.57,19.57,0,5,0,3,20
18,18.0,0,0,6.9,6.9,0,1,0,1,20
19,19.0,0,0,21.75,21.75,0,5,0,4,20
20,20.0,0,0,18.7,18.7,1,3,0,3,20
21,21.0,0,0,11.99,11.99,0,3,0,0,20
22,22.0,0,0,15.95,15.95,0,3,0,2,20
23,23.0,0,0,22.7,22.7,1,6,0,1,20
24,24.0,0,0,6.04,6.04,0,1,0,2,20
25,25.0,0,0,15.34,15.34,0,1,0,4,20
